Category,Subcategory,Difficulty,Question,Answer,Image
Music,General,Hard,"Name the movie - ""Up Where We Belong""",An Officer And A Gentleman,
Music,General,Hard,"Name the movie - ""Do Re Mi""",The Sound Of Music,
Music,General,Hard,"Name the movie - ""Hakuna Matata""",The Lion King,
Music,General,Hard,"Name the movie - ""The Bear Necessities""",The Jungle Book,
Music,General,Hard,Live and let die is a song by which artist?,Paul McCartney,
Music,General,Hard,What was Barry Manilow's first No 1 single?,Mandy,
Music,General,Hard,Who has accumulated the most UK and US top ten albums and grossed most income from foreign touring?,Rolling Stones,
Music,General,Hard,Who teamed up with Barbra Streisand for tell Him?,Celine Dion,
Music,General,Hard,Which group were fronted by Jon Bon Jovi?,Bon Jovi,
Music,General,Hard,Which lady socked it to the Harper Valley PTA?,Jennie C Riley,
Music,General,Hard,In which year did Al Stewart's Year Of The Cat make the charts?,1977#1971#1981#1988,
Music,General,Hard,Who was the first female with two UK million-selling singles?,Celine Dion,
Music,General,Hard,Which Canadian-born artist was the biggest-selling singles artist tin the UK in 1991?,Bryan Adams,
Music,General,Hard,Felix Cavaliere and Dino Danelli were in which group?,Rascals,
Music,General,Hard,Which day of the week did the Mamas a & Papas sing about?,Monday,
Music,General,Hard,Who was back in the Angels classic 60s NO 1?,My Boyfriend,
Music,General,Hard,Who did Celine Dion support in his Canadian tour in 1991?,Michael Bolton,
Music,General,Hard,What is the name of Whitney Houston's daughter named after the baby's father?,Bobbie,
Music,General,Hard,Who teamed up with Paul McCartney for ebony and Ivory?,Stevie Wonder,
Music,General,Hard,Were the Doobie Brothers actually brothers?,No,
Music,General,Hard,In 1978 how many weeks at No 1 were taken up by the Gibb family?,28#12#16#21,
Music,General,Hard,What was Taylor Dayne's first top ten hit?,Tell It To My Heart,
Music,General,Hard,Who is Leslie Sebastian Charles in chart terms?,Billy Ocean,
Music,General,Hard,What was the last No 1 in the 60s?,Someday We'll Be Together,
Music,General,Hard,Who had a No 1 with Brand New Key?,Melanie,
Music,General,Hard,Who had a 1994 No 1 with I Swear?,All-4-One,
Music,General,Hard,Which UK guitarist co-produced Bob Dylan's album Infidels?,Mark Knopfler,
Music,General,Hard,Which group wrote the songs for the movie Saturday Night Fever?,The Bee Gees,
Music,General,Hard,Who was Saving All My Love For You?,Whitney Houston,
Music,General,Hard,Who found himself Alone Again (Naturally)?,Gilbert O'Sullivan,
Music,General,Hard,Manhattan Skyline and Open Sesame were on which album?,Saturday Night Fever,
Music,General,Hard,1996 was the year of long-staying hits. How many No 1s were there?,9#5#12#20,
Music,General,Hard,Who made NO 1 with Sledgehammer?,Peter Gabriel,
Music,General,Hard,Which artist got Kangaroo in to the title of a top three hit?,Rolf Harris,
Music,General,Hard,What word was used to describe Peggy March?,Little,
Music,General,Hard,Which Barry had 70s chart success with Never Never Gonna Give You Up and Can't Get Enough Of Your Love Babe?,White,
Music,General,Hard,On which Stevie Wonder album did he team up with Michael Jackson to sing Get It?,Characters,
Music,General,Hard,Vision Of Love was the first British top ten hit for which female superstar?,Mariah Carey,
Music,General,Hard,Under what name did Jefferson Airplane regroup at the top of the charts?,Starship,
Music,General,Hard,"Which No 1 began, ""Sunshine came softly through my window today""?",Sunshine Superman,
Music,General,Hard,Who recorded the album Stranger In Town?,Bob Serger,
Music,General,Hard,In which year did Heart first have a top ten hit?,1976#1972#1981#1986,
Music,General,Hard,How is Leslie Wundermann better known?,Taylor Dayne,
Music,General,Hard,Who sang I'm Leaving It Up To You with Dale?,Grace,
Music,General,Hard,Which band recorded the album The Joshua Tree?,U2#The Police#The Specials#Roxy,
Music,General,Hard,In the 70s who put a Message In A Bottle?,Police,
Music,General,Hard,Which band had a big hit with You Make Me Wanna?,Usher,
Music,General,Hard,Money For Nothing was an 80s NO 1 for which band?,Dire Straits,
Music,General,Hard,Which Dimension had a 60s smash with Aquarius?,5th Dimension,
Music,General,Hard,Which US Boys band featured three members of the Wilson Family?,The Beach Boys,
Music,General,Hard,Keith Richards rocked on in which super group?,The Rolling Stones,
Music,General,Hard,Who was backed by The Shondells?,Tommy James,
Music,General,Hard,How many boys were there in The Pet Shop Boys?,2#1#4#3,
Music,General,Hard,Who fronted The Heartbreakers?,Tom Petty,
Music,General,Hard,Which heavy metal group took the name of Dutch-born members guitarist Eddie and drummer Alex?,Van Halen,
Music,General,Hard,Which 60s icon was backed by The Band?,Bob Dylan,
Music,General,Hard,Which band included Phil Collins and Peter Gabriel?,Genesis,
Music,General,Hard,Mickey Dolenz was in which 60s sensation group?,The Monkees,
Music,General,Hard,In which state did Chicago get together?,Illinois,
Music,General,Hard,Which band produced the album Dark Side Of The Moon?,Pink Floyd,
Music,General,Hard,Which group flew into the Hotel California?,The Eagles,
Music,General,Hard,R.E.M. cut the No 1 album Out Of what?,Time,
Music,General,Hard,Which band recorded the album Parallel Lines?,Blondie,
Music,General,Hard,Which band sang I want to Know What Love Is?,Foreigner,
Music,General,Hard,How many brothers were in the original Jackson family line up?,5#3#4#6,
Music,General,Hard,Tusk was a best-selling album for which band?,Fleetwood Mac,
Music,General,Hard,What did the letter O stand for in ELO?,Orchestra,
Music,General,Hard,Whose hits include Bad Moon Rising and Green River?,Creedence Clearwater Revival,
Music,General,Hard,Which all time great band featured Harrison and Starkey?,The Beatles,
Music,General,Hard,This refers to chanted or spoken rhyming lyrics often used in hip hop music?,Rapping,
Music,General,Hard,Which member of Take That shares his surname with a fruit?,Jason Orange,
Music,General,Hard,"What is the minimum number of musicians a band must have to be considered a ""big band""?",10#12#16#25,
Music,General,Hard,"What musical instrument's sales escalated from 228,000 in 1950 to 2.3 million in 1971?",The guitar,
Music,General,Hard,"What 1976 chart-topping song did Barry Manilow sing, but not write?",I Write the Songs,
Music,General,Hard,What does the Italian musical term adagio mean?,Slow,
Music,General,Hard,Who was the top-selling album artist of the 1970's according to Billboard?,Elton John,
Music,General,Hard,What's the only group to claim two of the top ten best-selling singles of the 1970's?,The Bee Gees,
Music,General,Hard,Who was the first country artist to sell over 10 million copies of an album?,Garth Brooks,
Music,General,Hard,What band is named after a scuplture in Seattle that hums in the wind?,Soundgarden,
Music,General,Hard,What two Frank Sinatra hits were tops for U.S. karaoke singers in 1993?,"New York, New York and My Way",
Music,General,Hard,What stringed symphonic instrument has a pedestal and a crown?,The Harp,
Music,General,Hard,What studio did the Beatles use to record 191 songs?,Abby Road,
Music,General,Hard,"What jazz musician got his nickname by shortening ""Satchel Mouth""?",Louis Armstrong,
Music,General,Hard,"What jazz trumpeter was dubbed the ""Prince of Darkness""?",Miles Davis,
Music,General,Hard,What did Def Leppard drummer Rick Allen lose in a 1984 auto accident?,An arm,
Music,General,Hard,"What Southampton junior high school musical was cancelled in 1994 when Shinnecock Indians objected to the "" Ug-a-wug"" song?",Peter Pan,
Music,General,Hard,"What classical conductor won posthumous Grammy Awards in 1991, 1992, and 1993?",Leonard Bernstein,
Music,General,Hard,"Who's ""Monk"" to jazz buffs?",Thelonious Monk,
Music,General,Hard,What California group waited 22 years to score their first chart-toping single since 1966?,The Beach Boys,
Music,General,Hard,"What city's opera house does ""The Phantom of the Opera"" prowl?",Paris,
Music,General,Hard,"Who scored his first platinum album since 1978 with ""The Icon Is Love"" in 1994?",Barry White,
Music,General,Hard,What Michael Jackson album spawned five chart-topping singles?,Bad,
Music,General,Hard,"What trumpeter became the oldest person ever to score a chart-topping single, in 1964?",Louis Armstrong,
Music,General,Hard,What rock star was trying to bite the head off a bat in concert when the bat decided to bite back?,Ozzy Osbourne,
Music,General,Hard,"What Shania Twain recording became the best-selling country music album ever by a female artist, in 1996?",The Woman in Me,
Music,General,Hard,"What patriotic song was originally titled ""The Defense of Fort McHenry?",The Star Spangled Banner,
Music,General,Hard,Who's waxed more gold and platinum albums than any other solo female artist?,Barbara Streisand,
Music,General,Hard,What singer for a 70's British rock quartet changed his name from Frederick Bulsara?,Freddie Mercury,
Music,General,Hard,"What rock'n'roll singer is memorialized by a eight-foot bronze statue in Lubbock, Texas?",Buddy Holly,
Music,General,Hard,"What Woody Guthrie song goes ""From California to the New York island / From the redwood forest to the Gulf Stream waters""?",This Land is Your Land,
Music,General,Hard,What Pink Floyd song was banned by the South African government after it became an anthem for black school children?,Another Brick in the Wall,
Music,General,Hard,What were the two most popular rock operas of 1969?,Hair and Tommy,
Music,General,Hard,What are the two most common unbowed stringed instruments found in a symphony orchestra?,The Harp and the Piano,
Music,General,Hard,What legendary soul singer wrecked his Corvette the first time he drove it?,Ray Charles,
Music,General,Hard,What tenor received a record 165 curtain calls at a Berlin opera house in 1988?,Luciano Pavarotti,
Music,General,Hard,"What Beatles single lasted longest on the charts, at 19 weeks?",Hey Jude,
Music,General,Hard,"What Broadway musical revival did Lou Diamond Philips refuse to shave the top of his head for, in 1996?",The King and I,
Music,General,Hard,Who appeared on the cover of Seventeen magazine before selling over 11 million copies of her debut album?,Whitney Houston,
Music,General,Hard,Who'd never been farther east than Montana when he wrote Proud Mary?,John Fogarty,
Music,General,Hard,What Kiss star sported the longest tongue in rock?,Gene Simmons,
Music,General,Hard,What Rodgers and Hammerstein show is the most often-performed musical in U.S. high schools?,Oklahoma!,
Music,General,Hard,"What genre did Ice Cube define as ""the network newscast black people never had""?",Rap,
Music,General,Hard,What 1865 Wagner opera opens on a ship?,Tristan and Isolde,
Music,General,Hard,What R&B vocal quartet titled its third album II in 1994?,Boyz II Men,
Music,General,Hard,"How many birthday candles were Cher, Dolly Parton and Sylivester Stallone each obliged to blow out in 1996?",50#40#60#55,
Music,General,Hard,"What bankrupt Las Vegas crooner spent $75,000 to refurbish his pet penguins' pond?",Wayne Newton,
Music,General,Hard,What hard-drinking country legend explains his bumpy life in the book I Lived to Tell It All?,George Jones,
Music,General,Hard,"Whose pop parody career includes the hits Addicted to Spuds, My Bologna and Eat It?",Wierd Al Yankovic's,
Music,General,Hard,"What bandleader became the first jazz musician to get an honorary degree from Columbia University, in 1973?",Duke Ellington,
Music,General,Hard,What female singer scored 14 million-selling singles between 1967 and 1973?,Aretha Franklin,
Music,General,Hard,Who was the first female artist to debut on the Billboard album chart at Number One?,Whitney Houston,
Music,General,Hard,What was the nickname of jazzman John Birks Gillespie?,Dizzy,
Music,General,Hard,Which of the inmates who heard Johnny Cash's 1958 San Quentin concert became the biggest country music star?,Merle Haggard,
Music,General,Hard,What mother and child spent years in Nashville shopping demos they'd recorded on a $30 cassette recorder?,The Judds,
Music,General,Hard,"What 15-year-old rock icon-to-be was grounded for the whole summer after sneaking out to her first concert, to see David Bowie?",Madonna,
Music,General,Hard,What Jackson actually had a million-selling LP called Let's Get Serious?,Jermaine Jackson,
Music,General,Hard,What Sinatra signature tune became Elvis Presley's best-selling posthumous hit?,My Way,
Music,General,Hard,What song-writing duo's hits made it to Broadway in the show Smokey Joe's Cafe?,Leiber and Stoller,
Music,General,Hard,How many Grammy Awards did Lawrence Welk garner during his 50-year career?,0#2#4#6,
Music,General,Hard,"What jazz musician got his nickname by shortening ""Satchel Mouth""?",Louis Armstrong,
Music,General,Hard,What rocker Darius Rucker's stage name?,Hootie,
Music,General,Hard,What British group got its name from the title of a 1950 Muddy Waters song?,The Rolling Stones,
Music,General,Hard,"Who was the youngest person to have a chart-topping solo single, in 1970?",Michael Jackson,
Music,General,Hard,What German playwright penned the lyrics to Mack the Knife and Alabama Song?,Bertholt Brecht,
Music,General,Hard,What's indicated by the word fine on a piece of sheet music?,The end,
Music,General,Hard,"What grungeless Seattle band's name is affectionately abbreviated ""Pot USA""?",The Presidents of the United States,
Music,General,Hard,"What question ends the Ira Gershwin lines ""I got rhythm / I got music / I got my man...""?",Who could ask for anything more?,
Music,General,Hard,What calypso singer founded the USA For Africa charity that recorded We Are the World?,Harry Belafonte,
Music,General,Hard,"What group's lead guitar player is known for his guitar amps with control knobs that go up to 11, ""one more than 10""?",Spinal Tap,
Music,General,Hard,"What was the best-selling album named after a city, in the 1970s?",Boston,
Music,General,Hard,What fellow Floridian did Jon Secada write and sing back-up for before going solo?,Gloria Estefan,
Music,General,Hard,"What song includes the lines ""I've lived a life that's full / I traveled each and ev'ry highway...""?",My Way,
Music,General,Hard,"What Beatles song advises ""One thing I can tell you is you got to be free""?",Come Together,
Music,General,Hard,What TV host went gold with the CD Romantic Christmas?,John Tesh,
Music,General,Hard,"What seven words complete the Purple Haze line ""Actin' funny, but I don't know why""?",Scuse me while I kiss the sky,
Music,General,Hard,Who adorned his last piano with 350 pounds of rhinestones?,Liberace,
Music,General,Hard,What did Melissa Etheridge title her first album after coming out of the closet?,Yes I Am,
Music,General,Hard,How many singles did Bruce Springsteen put atop Billboard charts in the 1980s?,0#2#3#4,
Music,General,Hard,What crooner's mother warned him not to change his name to Frankie Satin?,Frank Snatra,
Music,General,Hard,Who sold part of his ownership of Beatles songs to Sony for $95 million in 1995?,Michael Jackson,
Music,General,Hard,"Who's responsible for the LPs Shamrocks and Champagne, Bubbles in the Wine and Pick-a-Polka?",Lawrence Welk,
Music,General,Hard,"Who did Chuck Berry say ""could play a guitar just like ringing a bell""?",Johnny B. Goode,
Music,General,Hard,"What classical conductor won posthumous Grammy Awards in 1991,1992, and 1993?",Leonard Bernstein,
Music,General,Hard,What singer for a '70s British rock quartet changed his name from Frederick Bulsara?,Freddie Mercury,
Music,General,Hard,What British duo's works are referred to as the Savoy Operas?,Gilbert & Sullivan,
Music,General,Hard,What rock group is immortalized on Butt-head's T-shirt?,AC/DC,
Music,General,Hard,What stringed symphonic instrument has a pedestal and a crown?,The harp,
Music,General,Hard,"Who were Benn, Bjorn, Agnetha and Frida?",ABBA,
Music,General,Hard,What rock group's only beardless member is Frank Beard?,ZZ Top,
Music,General,Hard,How many of Frank Sinatra's collaborators on Duets and Duets II joined him in the studio?,0#4#6#8,
Music,General,Hard,"What three words preceded ""land that I love"" in a 1938 Irving Berlin tune?",God bless America,
Music,General,Hard,"What Georgia rockers resurrected Dan Rather's mysterious 1986 mugging in their 1994 track, What's the Frequency, Kenneth?",R.E.M.,
Music,General,Hard,What group's early BBC performances went quadruple platinum within two months of their U.S. release in late 1994?,The Beatles,
Music,General,Hard,"What Stephen Foster tune encourages racing enthusiasts to ""bet on de bay""?",Camptown Races,
Music,General,Hard,What singer sent the punk band Rancid a naked photo along with a plea to sign with her record label?,Madonna,
Music,General,Hard,How many former Beatles had chart-topping singles from 1973 to 1974?,4#1#2#3,
Music,General,Hard,What rock star did Lou Diamond Phillips' wife leave him for?,Melissa Etheridge,
Music,General,Hard,"What MTV twosome are known as ""The Bad Boys"" in Mexico?",Beavis and Butt-head,
Music,General,Hard,What did rapper Mohandas Dewese coolly change his name to?,Kool Moe Dee,
Music,General,Hard,How many songs from the Beatles' Sgt. Pepper's Lonely Hearts Club Band were released as singles?,0#1#2#4,
Music,General,Hard,What folk-rocker said he'd like Billy Dee Williams or Mickey Rooney to play him if his life story is filmed?,Bob Dylan,
Music,General,Hard,What was the only language beat writer Jack Kerouac spoke until the age of six?,French,
Music,General,Hard,What Italian wrote 32 operas between the ages of 18 and 30?,Gioacchino Rossini,
Music,General,Hard,"What countdown deejay intones ""keep your feet to the ground, and keep reaching for the stars""?",Casey Kasem,
Music,General,Hard,"What Shania Twain recording became the best-selling country music album ever by a female artist, in 1996?",The Woman in Me,
Music,General,Hard,"What Elton John album became the first album to enter the charts at Number One, in 1975?",Captain Fantastic and the Brown Dirt Cowboy,
Music,General,Hard,"What veteran British rock star explained ""I smash guitars because I like them""?",Pete Townshend,
Music,General,Hard,What Alanis Morissette debut album sold over ten million copies?,Jagged Little Pill,
Music,General,Hard,Who stomped off a 1995 Lollapalooza stage after a fan of her late husband threw a shotgun shell at her feet?,Courtney Love,
Music,General,Hard,What opera star sold more recordings in 1990 than all but Madonna and Elton John?,Luciano Pavarottti,
Music,General,Hard,What country star changed his first name from Randall to Hank?,Hank Williams Jr,
Music,General,Hard,What Bizet opera concerns a gal who dumps a soldier for a bullfighter?,Carmen,
Music,General,Hard,What late pun rocker did Debbie Gibson try to contact during a Halloween s⁄ance in 1988?,Sid Vicious,
Music,General,Hard,What songstress died before the release of her cross-over album Dreaming of You?,Selena,
Music,General,Hard,What composer was honored on the bicentennial of his death with a 180-disc compilation of all his works?,Wolfgang Amadeus Mozart,
Music,General,Hard,"What 1976 and 1991 hit begins ""Is this the real life / Is this just fantasy""?",Bohemian Rhapsody,
Music,General,Hard,What did Def Leppard drummer Rick Allen lose in a 1984 auto accident?,An arm,
Music,General,Hard,"What Allman Brothers anthem announces ""When it's time to leave I hope you'll understand""?",Ramblin' Man,
Music,General,Hard,"What British punks played to more fans in the first weekend of their 1996 ""Filthy Lucre"" tour than during their entire 1978 U.S. tour?",The Sex Pistols,
Music,General,Hard,What 23-year-old Tejano singer was murdered by her fan club president?,Selena,
Music,General,Hard,Which Mariah Carey and Boyz II Men song became the first to spend 16 weeks at No 1?,One Sweet Day,
Music,General,Hard,What type of train did Veteran Rod Stewart chart with?,Downtown Train,
Music,General,Hard,Who had hits with El Paso and Devil Woman?,Marty Robbins,
Music,General,Hard,Who co-wrote Fame with David Bowie?,John Lennon,
Music,General,Hard,What does the V stand for in SWV?,Voices,
Music,General,Hard,Victoria Principal sang All I Have To Do Is Dream with which Gibb?,Andy,
Music,General,Hard,Who recorded Macarena (bayside boys mix)?,Los Del Rio,
Music,General,Hard,Who reached No 1 with Unbelievable?,EMF,
Music,General,Hard,Which group had 80s hits with Hard To Say I'm Sorry and Look Away?,Chicago,
Music,General,Hard,What was the first No 1 single for Hall & Oates?,Rich Girl,
Music,General,Hard,"Who was described as ""a woman who pulled herself up by her bra straps?""",Madonna,
Music,General,Hard,Who hit the top ten with the Unskinny Bop?,Poison,
Music,General,Hard,What was Heart's first No 1 hit?,These Dreams,
Music,General,Hard,Which Gibb brother is the eldest?,Barry,
Music,General,Hard,I'll Be There For You was the theme to which hit TV show?,Friends,
Music,General,Hard,Which liquid product featured the hit Like A Prayer in its advertisement?,Pepsi,
Music,General,Hard,Which year was the title of Zager & Evans' only No 1?,2525#2100#3000#1999,
Music,General,Hard,In which year did Elton John first sing his biggest-selling single in public?,1997#1991#1993#2001,
Music,General,Hard,Which girl got Kiss into the singles top ten for the first time?,Beth,
Music,General,Hard,Who duetted with Peabo Bryson on Beauty and the Beast?,Celine Dion,
Music,General,Hard,Who knocked themselves off No 1 position with their follow up On Bended Knee?,Boyz II Men,
Music,General,Hard,On which label does Mariah Carey record?,Columbia,
Music,General,Hard,Who had a 1978 No 1 with Boogie Oogie Oogie?,A Taste Of Honey,
Music,General,Hard,Who wrote under the pseudonym Bernard Webb?,Paul McCartney,
Music,General,Hard,What kind of Bites provided Def Leppard with a No 1 single?,Love,
Music,General,Hard,Which country does Eddy Grant originate from?,Guyana,
Music,General,Hard,Which film revived the 70s song You Sexy Thing?,The Full Monty,
Music,General,Hard,Who had a No 1 hit with Here Comes the Hot Stepper?,Ini Kamoze,
Music,General,Hard,Who was the first John to have four solo No 1 hits?,Denver,
Music,General,Hard,Who wrote the song The Last Thing On My Mind?,Tom Paxton,
Music,General,Hard,What was Nirvana's third album called?,In Utero,
Music,General,Hard,Who did Janet Jackson sing The Best things in Life Are Free with?,Luther Vandross,
Music,General,Hard,In which state did 2 Pac and Dr Dre find Love?,California,
Music,General,Hard,In which state did Kurt Cobain die(kill himself)?,Washington,
Music,General,Hard,What was Michael Jackson's debut hit away from the Jackson 5?,Got To Be There,
Music,General,Hard,Which artist was the subject of a 1991 biography by Randy Taraborelli?,Michael Jackson,
Music,General,Hard,Which band was fronted by Courtney Love?,Hole,
Music,General,Hard,Who duetted on the 1993 hit I've Got You Under My Skin with Frank Sinatra?,Bono,
Music,General,Hard,Who had a giant hit with Nobody Knows?,The Tony Rich Project,
Music,General,Hard,Which label did Toni Braxton's Un-Break My Heart appear on?,Arista,
Music,General,Hard,Who was the first female to reach 30 top ten hits?,Madonna,
Music,General,Hard,Which 60s No 1 began with the French national anthem?,All You Need Is Love,
Music,General,Hard,"Which Club went to the Wild, Wild West?",The Escape Club,
Music,General,Hard,Which female vocalist was a member of the Eurythimics?,Annie Lennox,
Music,General,Hard,What was the first single of The Spice Girls?,Wannabe,
Music,General,Hard,What colour rain did prince sing about?,Purple,
Music,General,Hard,This Spandau Ballet hit reached No.1 in 1991?,Gold,
Music,General,Hard,What colour 'roses' did Aqua sing about?,Red,
Music,General,Hard,Dido sang a song about this colour flag?,White Flag,
Music,General,Hard,The Kaiser Chiefs sang about what girl?,Ruby,
Music,General,Hard,What colour polka dot bikini was a great party hit?,Yellow,
Music,General,Hard,Alvin and the Chipmunks sang about what colour 'People Eater'?,Purple,
Music,General,Hard,UB40 & Bob Marley sang about what type of wine?,Red Red Wine,
Music,General,Hard,Billy Idol sang about this popular type of wedding?,White,
Music,General,Hard,Van Morrison sang about what 'Eyed Girl'?,Brown,
Music,General,Hard,What only happens when it's raining according to Fleetwood Mac?,Thunder,
Music,General,Hard,According to many singers over the years ... What keep falling on their head?,Raindrops,
Music,General,Hard,What did it 'Rain' according to the Weathergirls?,Men,
Music,General,Hard,What type of days and Mondays did the Carpenters sing about?,Rainy,
Music,General,Hard,What did Leo Sayer sing about that was 'in his heart'?,Thunder,
Music,General,Hard,What did Katrina And The Waves 'Walk On'?,Sunshine,
Music,General,Hard,"What did Patrick Swayze say ""She's Like""?",The Wind,
Music,General,Hard,"What was 'Up above the streets and houses, climbing high, which everyone could see smiling, over the sky'?",Rainbow,
Music,General,Hard,What did the sun always shine on according to AHA?,TV#Radio#Girl#Boy,
Music,General,Hard,What did Bette Midler have beneath her wings?,Wind,
Music,General,Hard,Which was the first Beatle to become a granddad?,Ringo Starr,
Music,General,Hard,Where did Mini Viva leave there heart?,Tokyo,
Music,General,Hard,Which song by the palindromic (read same in either direction) pop group Abba had a palindromic title?,SOS,
Music,General,Hard,Who had No 1 hits with West End Girls and It∆s a Sin?,Pet Shop Boys,
Music,General,Hard,Which group recorded the Bond theme for The Living Daylights?,AHA,
Music,General,Hard,"Which song sang by Queen contains the line, One dream one soul, one prize, one goal?",A Kind Of Magic,
Music,General,Hard,In 1977 this group had a hit with 'Hotel California'?,Eagles,
Music,General,Hard,In 1982 who had a hit with 'Pass the Dutchie'?,Musical Youth,
Music,General,Hard,In 1990 who was 'Doin' the Do'?,Betty Boo,
Music,General,Hard,In 2004 what DJ showed us how to 'Cha Cha Slide'?,DJ Casper,
Music,General,Hard,Elton John's first version of 'A Candle In The Wind' was about whom?,Marilyn Monroe,
Music,General,Hard,In 1985 which group was on a 'Road To No Where'?,Talking Heads,
Music,General,Hard,"This ""King of Rock and Roll"" liked you to love him tender!?",Elvis Presley,
Music,General,Hard,In Dire Straits song 'Money For Nothing' what sort of oven were they singing about?,Microwave,
Music,General,Hard,"Which British singer recorded ""Somethin' Stupid"" as a duet in 2001 with Nicole Kidman?",Robbie Williams,
Music,General,Hard,The deep toned wind instrument native to Australia is called a what?,Didgeridoo,
Religion,General,Hard,What is the only domesticated animal not mentioned in the Bible?,Cat,
Religion,General,Hard,"What word appears exactly 773,692 times in the King James Bible?",Amen,
Religion,General,Hard,What follows mass as the most popular activity in U.S. Catholic churches?,Bingo,
Religion,General,Hard,What Arab nation has the highest percentage of Christians?,Lebanon,
Religion,General,Hard,What symbol did St. Patrick use to explain his theory of the Holy Trinity?,The Shamrock,
Religion,General,Hard,What political movement got its name from the hill in Jerusalem boasting the Temple of Solomon?,Zionism,
Religion,General,Hard,What country boasts the largest number of Catholics?,Brazil,
Religion,General,Hard,What name has been shared by the most popes?,John,
Religion,General,Hard,Which two wicked cities were destroyed by God in Genesis?,Sodom and Gomorrah,
Religion,General,Hard,"What two countries claim two-thirds of the world's 2,000-plus registered saints?",Italy and France,
Religion,General,Hard,"What fruit is depicted in Leonardo's Last Supper, even though it did not arrive in the Holy Land until long after Jesus' death?",The Orange,
Religion,General,Hard,"What is there more of in the world- nonreligious people, Hindus or Muslims?",Nonreligious people,
Religion,General,Hard,"What former church lady got $75,000 to let ""A Current Affair"" televise her wedding in 1993?",Tammy Faye Bakker,
Religion,General,Hard,What religious movement began with Martin Luther's attack on the sale of indulgences?,The Reformation,
Religion,General,Hard,What Saudi Arabian city was the birthplace of the prophet Muhammad?,Mecca,
Religion,General,Hard,What storied city on the Euphrates River was 55 miles south of Baghdad?,Babylon,
Religion,General,Hard,"What biblical place name means ""pleasure""?",Eden,
Religion,General,Hard,"What city did Napoleon occupy in 1798, sending Pope Pius VI to the south of France?",Rome,
Religion,General,Hard,"What church raised millions selling members ""electropsychometer"" lie detectors?",The Church of Scientology,
Religion,General,Hard,"What nation has 1,000 permanent inhabitants and produces no export goods?",Vatican City,
Religion,General,Hard,What was the world's principal Christian city before it fell to the Ottoman Turks in 1453?,Constantinople,
Religion,General,Hard,What nation's Catholics saw the Pope make a triumphant homecoming visit in 1980?,Poland,
Religion,General,Hard,What animal is mentioned most frequently in both the New and Old Testaments?,The Sheep,
Religion,General,Hard,What's the only 100 percent Christian nation on Earth?,Vatican City,
Religion,General,Hard,What biblical epic was the top-grossing movie of the 1950's?,The Ten Commandments,
Religion,General,Hard,Who was the first pope?,St. Peter,
Religion,General,Hard,What does an ecclesiophobic evangelist fear?,Churches,
Religion,General,Hard,What book did Christians often place on their foreheads to cure insomnia in medieval times?,The Bible,
Religion,General,Hard,How much time did Jonah spend in the belly of the whale?,Three days and three nights,
Religion,General,Hard,"According to the Bible, what substance was used to caulk Noah's ark and to seal the basket in which the infant Moses was set adrift on the Nile?",Pitch or natural asphalt,
Religion,General,Hard,What language is Jesus believed to have spoken?,Aramaic,
Religion,General,Hard,"According to the Bible, what weapons was the Philistine giant Goliath carrying when he was slain by David?",A sword and a spear,
Religion,General,Hard,"According to the Bible, how many pearly gates are there?",12#20#44#48,
Religion,General,Hard,What were the names of the three wise men?,"Balthazar, Caspar and Melchior",
Religion,General,Hard,Who were the parents of King Solomon?,David and Bathsheba,
Religion,General,Hard,Name the two books of the Bible named after women?,Ruth and Esther,
Religion,General,Hard,"In the Old Testament, who was Jezebel's husband?","Ahab, King of Israel",
Religion,General,Hard,"Who was the roman goddess of love, beauty and fertility?",Venus,
Science,General,Hard,What is Deoxyribonucleic acid commonly referred to as?,DNA,
Science,General,Hard,What is Ribonucleic acid commonly referred to as?,RNA,
Science,General,Hard,What process involves treating rubber with sulfur to harden it?,Vulcanizing,
Science,General,Hard,What scale of zero to 14 is used to measure acidity or alkalinity?,The pH scale,
Science,General,Hard,What O-word describes oxygen with molecules that have three atoms instead of two?,Ozone,
Science,General,Hard,What unit of electrical power is equal to one joule per second?,The Watt,
Science,General,Hard,What planet is closest in size to our moon?,Mercury,
Science,General,Hard,What's the common name for a cubic decimeter?,Litre,
Science,General,Hard,"What measure of energy comes from the Latin word meaning ""heat""?",Calorie,
Science,General,Hard,What's removed from water in the process of desalination?,Salt,
Science,General,Hard,What species Amazonian electric variety packs a 650 volt wallop?,Eel,
Science,General,Hard,What C word defines a substance that speeds a chemical reaction without being consumed?,Catalyst,
Science,General,Hard,What's the base unit of mass in the metric system?,Kilogram,
Science,General,Hard,What cooking fuel is produced by heating wood without oxygen?,Charcoal,
Science,General,Hard,What's the only metal that's not a solid at room temperature?,Mercury,
Science,General,Hard,"Which will yield the most BTUs of energy--a gallon of oil, a pound of coal or a gallon of gasoline?",gallon of oil,
Science,General,Hard,What unit of measure do you multiply by .39 to convert it to inches?,Centimeters,
Science,General,Hard,"What method of underwater detection is short for ""sound navigation and ranging""?",Sonar,
Science,General,Hard,"What hazardous substance is euphemistically referred to as ""mineral fiber""?",Asbestos,
Science,General,Hard,What color does litmus turn when dipped into acid?,Pink,
Science,General,Hard,What process involves heating an ore to obtain a metal?,Smelting,
Science,General,Hard,What's the U. S. equivalent of 0.45 kilograms?,One pound,
